ImageFileName    Left_Edge_Longitude    Right_Edge_Longitude   Top_Edge_Latitude      Bottom_Edge_Latitude
gm_3368_1660_12.png:   116.01562500000000   116.10351562500000    32.24997445293256    32.17561247557376
gm_3368_1661_12.png:   116.01562500000000   116.10351562500000    32.17561247557376    32.10118972940055
gm_3368_1662_12.png:   116.01562500000000   116.10351562500000    32.10118972940055    32.02670629042093
gm_3368_1663_12.png:   116.01562500000000   116.10351562500000    32.02670629042093    31.95216223511497
gm_3368_1664_12.png:   116.01562500000000   116.10351562500000    31.95216223511497    31.87755764043525
gm_3368_1665_12.png:   116.01562500000000   116.10351562500000    31.87755764043525    31.80289258380723
gm_3368_1666_12.png:   116.01562500000000   116.10351562500000    31.80289258380723    31.72816714312966
gm_3368_1667_12.png:   116.01562500000000   116.10351562500000    31.72816714312966    31.65338139677498
gm_3368_1668_12.png:   116.01562500000000   116.10351562500000    31.65338139677498    31.57853542358965
gm_3368_1669_12.png:   116.01562500000000   116.10351562500000    31.57853542358965    31.50362930289459
gm_3368_1670_12.png:   116.01562500000000   116.10351562500000    31.50362930289459    31.42866311448550
gm_3368_1671_12.png:   116.01562500000000   116.10351562500000    31.42866311448550    31.35363693863322
gm_3368_1672_12.png:   116.01562500000000   116.10351562500000    31.35363693863322    31.27855085608408
gm_3368_1673_12.png:   116.01562500000000   116.10351562500000    31.27855085608408    31.20340494806032
gm_3368_1674_12.png:   116.01562500000000   116.10351562500000    31.20340494806032    31.12819929626027
gm_3368_1675_12.png:   116.01562500000000   116.10351562500000    31.12819929626027    31.05293398285885
gm_3368_1676_12.png:   116.01562500000000   116.10351562500000    31.05293398285885    30.97760909050778
gm_3369_1656_12.png:   116.10351562500000   116.19140625000000    32.54681317056391    32.47269501911536
gm_3369_1657_12.png:   116.10351562500000   116.19140625000000    32.47269501911536    32.39851579953300
gm_3369_1658_12.png:   116.10351562500000   116.19140625000000    32.39851579953300    32.32427558594066
gm_3369_1659_12.png:   116.10351562500000   116.19140625000000    32.32427558594066    32.24997445293256
gm_3369_1660_12.png:   116.10351562500000   116.19140625000000    32.24997445293256    32.17561247557376
gm_3369_1661_12.png:   116.10351562500000   116.19140625000000    32.17561247557376    32.10118972940055
gm_3369_1662_12.png:   116.10351562500000   116.19140625000000    32.10118972940055    32.02670629042093
gm_3369_1663_12.png:   116.10351562500000   116.19140625000000    32.02670629042093    31.95216223511497
gm_3369_1664_12.png:   116.10351562500000   116.19140625000000    31.95216223511497    31.87755764043525
gm_3369_1665_12.png:   116.10351562500000   116.19140625000000    31.87755764043525    31.80289258380723
gm_3369_1666_12.png:   116.10351562500000   116.19140625000000    31.80289258380723    31.72816714312966
gm_3369_1667_12.png:   116.10351562500000   116.19140625000000    31.72816714312966    31.65338139677498
gm_3369_1668_12.png:   116.10351562500000   116.19140625000000    31.65338139677498    31.57853542358965
gm_3369_1669_12.png:   116.10351562500000   116.19140625000000    31.57853542358965    31.50362930289459
gm_3369_1670_12.png:   116.10351562500000   116.19140625000000    31.50362930289459    31.42866311448550
gm_3369_1671_12.png:   116.10351562500000   116.19140625000000    31.42866311448550    31.35363693863322
gm_3369_1672_12.png:   116.10351562500000   116.19140625000000    31.35363693863322    31.27855085608408
gm_3369_1673_12.png:   116.10351562500000   116.19140625000000    31.27855085608408    31.20340494806032
gm_3369_1674_12.png:   116.10351562500000   116.19140625000000    31.20340494806032    31.12819929626027
gm_3369_1675_12.png:   116.10351562500000   116.19140625000000    31.12819929626027    31.05293398285885
gm_3369_1676_12.png:   116.10351562500000   116.19140625000000    31.05293398285885    30.97760909050778
gm_3370_1656_12.png:   116.19140625000000   116.27929687500000    32.54681317056391    32.47269501911536
gm_3370_1657_12.png:   116.19140625000000   116.27929687500000    32.47269501911536    32.39851579953300
gm_3370_1658_12.png:   116.19140625000000   116.27929687500000    32.39851579953300    32.32427558594066
gm_3370_1659_12.png:   116.19140625000000   116.27929687500000    32.32427558594066    32.24997445293256
gm_3370_1660_12.png:   116.19140625000000   116.27929687500000    32.24997445293256    32.17561247557376
gm_3370_1661_12.png:   116.19140625000000   116.27929687500000    32.17561247557376    32.10118972940055
gm_3370_1662_12.png:   116.19140625000000   116.27929687500000    32.10118972940055    32.02670629042093
gm_3370_1663_12.png:   116.19140625000000   116.27929687500000    32.02670629042093    31.95216223511497
gm_3370_1664_12.png:   116.19140625000000   116.27929687500000    31.95216223511497    31.87755764043525
gm_3370_1665_12.png:   116.19140625000000   116.27929687500000    31.87755764043525    31.80289258380723
gm_3370_1666_12.png:   116.19140625000000   116.27929687500000    31.80289258380723    31.72816714312966
gm_3370_1667_12.png:   116.19140625000000   116.27929687500000    31.72816714312966    31.65338139677498
gm_3370_1668_12.png:   116.19140625000000   116.27929687500000    31.65338139677498    31.57853542358965
gm_3370_1669_12.png:   116.19140625000000   116.27929687500000    31.57853542358965    31.50362930289459
gm_3370_1670_12.png:   116.19140625000000   116.27929687500000    31.50362930289459    31.42866311448550
gm_3370_1671_12.png:   116.19140625000000   116.27929687500000    31.42866311448550    31.35363693863322
gm_3370_1672_12.png:   116.19140625000000   116.27929687500000    31.35363693863322    31.27855085608408
gm_3370_1673_12.png:   116.19140625000000   116.27929687500000    31.27855085608408    31.20340494806032
gm_3370_1674_12.png:   116.19140625000000   116.27929687500000    31.20340494806032    31.12819929626027
gm_3370_1675_12.png:   116.19140625000000   116.27929687500000    31.12819929626027    31.05293398285885
gm_3370_1676_12.png:   116.19140625000000   116.27929687500000    31.05293398285885    30.97760909050778
gm_3371_1656_12.png:   116.27929687500000   116.36718750000000    32.54681317056391    32.47269501911536
gm_3371_1657_12.png:   116.27929687500000   116.36718750000000    32.47269501911536    32.39851579953300
gm_3371_1658_12.png:   116.27929687500000   116.36718750000000    32.39851579953300    32.32427558594066
gm_3371_1659_12.png:   116.27929687500000   116.36718750000000    32.32427558594066    32.24997445293256
gm_3371_1660_12.png:   116.27929687500000   116.36718750000000    32.24997445293256    32.17561247557376
gm_3371_1661_12.png:   116.27929687500000   116.36718750000000    32.17561247557376    32.10118972940055
gm_3371_1662_12.png:   116.27929687500000   116.36718750000000    32.10118972940055    32.02670629042093
gm_3371_1663_12.png:   116.27929687500000   116.36718750000000    32.02670629042093    31.95216223511497
gm_3371_1664_12.png:   116.27929687500000   116.36718750000000    31.95216223511497    31.87755764043525
gm_3371_1665_12.png:   116.27929687500000   116.36718750000000    31.87755764043525    31.80289258380723
gm_3371_1666_12.png:   116.27929687500000   116.36718750000000    31.80289258380723    31.72816714312966
gm_3371_1667_12.png:   116.27929687500000   116.36718750000000    31.72816714312966    31.65338139677498
gm_3371_1668_12.png:   116.27929687500000   116.36718750000000    31.65338139677498    31.57853542358965
gm_3371_1669_12.png:   116.27929687500000   116.36718750000000    31.57853542358965    31.50362930289459
gm_3371_1670_12.png:   116.27929687500000   116.36718750000000    31.50362930289459    31.42866311448550
gm_3371_1671_12.png:   116.27929687500000   116.36718750000000    31.42866311448550    31.35363693863322
gm_3371_1672_12.png:   116.27929687500000   116.36718750000000    31.35363693863322    31.27855085608408
gm_3371_1673_12.png:   116.27929687500000   116.36718750000000    31.27855085608408    31.20340494806032
gm_3371_1674_12.png:   116.27929687500000   116.36718750000000    31.20340494806032    31.12819929626027
gm_3371_1675_12.png:   116.27929687500000   116.36718750000000    31.12819929626027    31.05293398285885
gm_3371_1676_12.png:   116.27929687500000   116.36718750000000    31.05293398285885    30.97760909050778
gm_3372_1656_12.png:   116.36718750000000   116.45507812500000    32.54681317056391    32.47269501911536
gm_3372_1657_12.png:   116.36718750000000   116.45507812500000    32.47269501911536    32.39851579953300
gm_3372_1658_12.png:   116.36718750000000   116.45507812500000    32.39851579953300    32.32427558594066
gm_3372_1659_12.png:   116.36718750000000   116.45507812500000    32.32427558594066    32.24997445293256
gm_3372_1660_12.png:   116.36718750000000   116.45507812500000    32.24997445293256    32.17561247557376
gm_3372_1661_12.png:   116.36718750000000   116.45507812500000    32.17561247557376    32.10118972940055
gm_3372_1662_12.png:   116.36718750000000   116.45507812500000    32.10118972940055    32.02670629042093
gm_3372_1663_12.png:   116.36718750000000   116.45507812500000    32.02670629042093    31.95216223511497
gm_3372_1664_12.png:   116.36718750000000   116.45507812500000    31.95216223511497    31.87755764043525
gm_3372_1665_12.png:   116.36718750000000   116.45507812500000    31.87755764043525    31.80289258380723
gm_3372_1666_12.png:   116.36718750000000   116.45507812500000    31.80289258380723    31.72816714312966
gm_3372_1667_12.png:   116.36718750000000   116.45507812500000    31.72816714312966    31.65338139677498
gm_3372_1668_12.png:   116.36718750000000   116.45507812500000    31.65338139677498    31.57853542358965
gm_3372_1669_12.png:   116.36718750000000   116.45507812500000    31.57853542358965    31.50362930289459
gm_3372_1670_12.png:   116.36718750000000   116.45507812500000    31.50362930289459    31.42866311448550
gm_3372_1671_12.png:   116.36718750000000   116.45507812500000    31.42866311448550    31.35363693863322
gm_3372_1672_12.png:   116.36718750000000   116.45507812500000    31.35363693863322    31.27855085608408
gm_3372_1673_12.png:   116.36718750000000   116.45507812500000    31.27855085608408    31.20340494806032
gm_3372_1674_12.png:   116.36718750000000   116.45507812500000    31.20340494806032    31.12819929626027
gm_3372_1675_12.png:   116.36718750000000   116.45507812500000    31.12819929626027    31.05293398285885
gm_3372_1676_12.png:   116.36718750000000   116.45507812500000    31.05293398285885    30.97760909050778
gm_3373_1656_12.png:   116.45507812500000   116.54296875000000    32.54681317056391    32.47269501911536
gm_3373_1657_12.png:   116.45507812500000   116.54296875000000    32.47269501911536    32.39851579953300
gm_3373_1658_12.png:   116.45507812500000   116.54296875000000    32.39851579953300    32.32427558594066
gm_3373_1659_12.png:   116.45507812500000   116.54296875000000    32.32427558594066    32.24997445293256
gm_3373_1660_12.png:   116.45507812500000   116.54296875000000    32.24997445293256    32.17561247557376
gm_3373_1661_12.png:   116.45507812500000   116.54296875000000    32.17561247557376    32.10118972940055
gm_3373_1662_12.png:   116.45507812500000   116.54296875000000    32.10118972940055    32.02670629042093
gm_3373_1663_12.png:   116.45507812500000   116.54296875000000    32.02670629042093    31.95216223511497
gm_3373_1664_12.png:   116.45507812500000   116.54296875000000    31.95216223511497    31.87755764043525
gm_3373_1665_12.png:   116.45507812500000   116.54296875000000    31.87755764043525    31.80289258380723
gm_3373_1666_12.png:   116.45507812500000   116.54296875000000    31.80289258380723    31.72816714312966
gm_3373_1667_12.png:   116.45507812500000   116.54296875000000    31.72816714312966    31.65338139677498
gm_3373_1668_12.png:   116.45507812500000   116.54296875000000    31.65338139677498    31.57853542358965
gm_3373_1669_12.png:   116.45507812500000   116.54296875000000    31.57853542358965    31.50362930289459
gm_3373_1670_12.png:   116.45507812500000   116.54296875000000    31.50362930289459    31.42866311448550
gm_3373_1671_12.png:   116.45507812500000   116.54296875000000    31.42866311448550    31.35363693863322
gm_3373_1672_12.png:   116.45507812500000   116.54296875000000    31.35363693863322    31.27855085608408
gm_3373_1673_12.png:   116.45507812500000   116.54296875000000    31.27855085608408    31.20340494806032
gm_3373_1674_12.png:   116.45507812500000   116.54296875000000    31.20340494806032    31.12819929626027
gm_3373_1675_12.png:   116.45507812500000   116.54296875000000    31.12819929626027    31.05293398285885
gm_3373_1676_12.png:   116.45507812500000   116.54296875000000    31.05293398285885    30.97760909050778
gm_3374_1656_12.png:   116.54296875000000   116.63085937500000    32.54681317056391    32.47269501911536
gm_3374_1657_12.png:   116.54296875000000   116.63085937500000    32.47269501911536    32.39851579953300
gm_3374_1658_12.png:   116.54296875000000   116.63085937500000    32.39851579953300    32.32427558594066
gm_3374_1659_12.png:   116.54296875000000   116.63085937500000    32.32427558594066    32.24997445293256
gm_3374_1660_12.png:   116.54296875000000   116.63085937500000    32.24997445293256    32.17561247557376
gm_3374_1661_12.png:   116.54296875000000   116.63085937500000    32.17561247557376    32.10118972940055
gm_3374_1662_12.png:   116.54296875000000   116.63085937500000    32.10118972940055    32.02670629042093
gm_3374_1663_12.png:   116.54296875000000   116.63085937500000    32.02670629042093    31.95216223511497
gm_3374_1664_12.png:   116.54296875000000   116.63085937500000    31.95216223511497    31.87755764043525
gm_3374_1665_12.png:   116.54296875000000   116.63085937500000    31.87755764043525    31.80289258380723
gm_3374_1666_12.png:   116.54296875000000   116.63085937500000    31.80289258380723    31.72816714312966
gm_3374_1667_12.png:   116.54296875000000   116.63085937500000    31.72816714312966    31.65338139677498
gm_3374_1668_12.png:   116.54296875000000   116.63085937500000    31.65338139677498    31.57853542358965
gm_3374_1669_12.png:   116.54296875000000   116.63085937500000    31.57853542358965    31.50362930289459
gm_3374_1670_12.png:   116.54296875000000   116.63085937500000    31.50362930289459    31.42866311448550
gm_3374_1671_12.png:   116.54296875000000   116.63085937500000    31.42866311448550    31.35363693863322
gm_3374_1672_12.png:   116.54296875000000   116.63085937500000    31.35363693863322    31.27855085608408
gm_3374_1673_12.png:   116.54296875000000   116.63085937500000    31.27855085608408    31.20340494806032
gm_3374_1674_12.png:   116.54296875000000   116.63085937500000    31.20340494806032    31.12819929626027
gm_3374_1675_12.png:   116.54296875000000   116.63085937500000    31.12819929626027    31.05293398285885
gm_3374_1676_12.png:   116.54296875000000   116.63085937500000    31.05293398285885    30.97760909050778
gm_3375_1656_12.png:   116.63085937500000   116.71875000000000    32.54681317056391    32.47269501911536
gm_3375_1657_12.png:   116.63085937500000   116.71875000000000    32.47269501911536    32.39851579953300
gm_3375_1658_12.png:   116.63085937500000   116.71875000000000    32.39851579953300    32.32427558594066
gm_3375_1659_12.png:   116.63085937500000   116.71875000000000    32.32427558594066    32.24997445293256
gm_3375_1660_12.png:   116.63085937500000   116.71875000000000    32.24997445293256    32.17561247557376
gm_3375_1661_12.png:   116.63085937500000   116.71875000000000    32.17561247557376    32.10118972940055
gm_3375_1662_12.png:   116.63085937500000   116.71875000000000    32.10118972940055    32.02670629042093
gm_3375_1663_12.png:   116.63085937500000   116.71875000000000    32.02670629042093    31.95216223511497
gm_3375_1664_12.png:   116.63085937500000   116.71875000000000    31.95216223511497    31.87755764043525
gm_3375_1665_12.png:   116.63085937500000   116.71875000000000    31.87755764043525    31.80289258380723
gm_3375_1666_12.png:   116.63085937500000   116.71875000000000    31.80289258380723    31.72816714312966
gm_3375_1667_12.png:   116.63085937500000   116.71875000000000    31.72816714312966    31.65338139677498
gm_3375_1668_12.png:   116.63085937500000   116.71875000000000    31.65338139677498    31.57853542358965
gm_3375_1669_12.png:   116.63085937500000   116.71875000000000    31.57853542358965    31.50362930289459
gm_3375_1670_12.png:   116.63085937500000   116.71875000000000    31.50362930289459    31.42866311448550
gm_3375_1671_12.png:   116.63085937500000   116.71875000000000    31.42866311448550    31.35363693863322
gm_3375_1672_12.png:   116.63085937500000   116.71875000000000    31.35363693863322    31.27855085608408
gm_3375_1673_12.png:   116.63085937500000   116.71875000000000    31.27855085608408    31.20340494806032
gm_3375_1674_12.png:   116.63085937500000   116.71875000000000    31.20340494806032    31.12819929626027
gm_3375_1675_12.png:   116.63085937500000   116.71875000000000    31.12819929626027    31.05293398285885
gm_3375_1676_12.png:   116.63085937500000   116.71875000000000    31.05293398285885    30.97760909050778
gm_3376_1656_12.png:   116.71875000000000   116.80664062500000    32.54681317056391    32.47269501911536
gm_3376_1657_12.png:   116.71875000000000   116.80664062500000    32.47269501911536    32.39851579953300
gm_3376_1658_12.png:   116.71875000000000   116.80664062500000    32.39851579953300    32.32427558594066
gm_3376_1659_12.png:   116.71875000000000   116.80664062500000    32.32427558594066    32.24997445293256
gm_3376_1660_12.png:   116.71875000000000   116.80664062500000    32.24997445293256    32.17561247557376
gm_3376_1661_12.png:   116.71875000000000   116.80664062500000    32.17561247557376    32.10118972940055
gm_3376_1662_12.png:   116.71875000000000   116.80664062500000    32.10118972940055    32.02670629042093
gm_3376_1663_12.png:   116.71875000000000   116.80664062500000    32.02670629042093    31.95216223511497
gm_3376_1664_12.png:   116.71875000000000   116.80664062500000    31.95216223511497    31.87755764043525
gm_3376_1665_12.png:   116.71875000000000   116.80664062500000    31.87755764043525    31.80289258380723
gm_3376_1666_12.png:   116.71875000000000   116.80664062500000    31.80289258380723    31.72816714312966
gm_3376_1667_12.png:   116.71875000000000   116.80664062500000    31.72816714312966    31.65338139677498
gm_3376_1668_12.png:   116.71875000000000   116.80664062500000    31.65338139677498    31.57853542358965
gm_3376_1669_12.png:   116.71875000000000   116.80664062500000    31.57853542358965    31.50362930289459
gm_3376_1670_12.png:   116.71875000000000   116.80664062500000    31.50362930289459    31.42866311448550
gm_3376_1671_12.png:   116.71875000000000   116.80664062500000    31.42866311448550    31.35363693863322
gm_3376_1672_12.png:   116.71875000000000   116.80664062500000    31.35363693863322    31.27855085608408
gm_3376_1673_12.png:   116.71875000000000   116.80664062500000    31.27855085608408    31.20340494806032
gm_3376_1674_12.png:   116.71875000000000   116.80664062500000    31.20340494806032    31.12819929626027
gm_3376_1675_12.png:   116.71875000000000   116.80664062500000    31.12819929626027    31.05293398285885
gm_3376_1676_12.png:   116.71875000000000   116.80664062500000    31.05293398285885    30.97760909050778
gm_3377_1656_12.png:   116.80664062500000   116.89453125000000    32.54681317056391    32.47269501911536
gm_3377_1657_12.png:   116.80664062500000   116.89453125000000    32.47269501911536    32.39851579953300
gm_3377_1658_12.png:   116.80664062500000   116.89453125000000    32.39851579953300    32.32427558594066
gm_3377_1659_12.png:   116.80664062500000   116.89453125000000    32.32427558594066    32.24997445293256
gm_3377_1660_12.png:   116.80664062500000   116.89453125000000    32.24997445293256    32.17561247557376
gm_3377_1661_12.png:   116.80664062500000   116.89453125000000    32.17561247557376    32.10118972940055
gm_3377_1662_12.png:   116.80664062500000   116.89453125000000    32.10118972940055    32.02670629042093
gm_3377_1663_12.png:   116.80664062500000   116.89453125000000    32.02670629042093    31.95216223511497
gm_3377_1664_12.png:   116.80664062500000   116.89453125000000    31.95216223511497    31.87755764043525
gm_3377_1665_12.png:   116.80664062500000   116.89453125000000    31.87755764043525    31.80289258380723
gm_3377_1666_12.png:   116.80664062500000   116.89453125000000    31.80289258380723    31.72816714312966
gm_3377_1667_12.png:   116.80664062500000   116.89453125000000    31.72816714312966    31.65338139677498
gm_3377_1668_12.png:   116.80664062500000   116.89453125000000    31.65338139677498    31.57853542358965
gm_3377_1669_12.png:   116.80664062500000   116.89453125000000    31.57853542358965    31.50362930289459
gm_3377_1670_12.png:   116.80664062500000   116.89453125000000    31.50362930289459    31.42866311448550
gm_3377_1671_12.png:   116.80664062500000   116.89453125000000    31.42866311448550    31.35363693863322
gm_3377_1672_12.png:   116.80664062500000   116.89453125000000    31.35363693863322    31.27855085608408
gm_3377_1673_12.png:   116.80664062500000   116.89453125000000    31.27855085608408    31.20340494806032
gm_3377_1674_12.png:   116.80664062500000   116.89453125000000    31.20340494806032    31.12819929626027
gm_3377_1675_12.png:   116.80664062500000   116.89453125000000    31.12819929626027    31.05293398285885
gm_3377_1676_12.png:   116.80664062500000   116.89453125000000    31.05293398285885    30.97760909050778
gm_3378_1656_12.png:   116.89453125000000   116.98242187500000    32.54681317056391    32.47269501911536
gm_3378_1657_12.png:   116.89453125000000   116.98242187500000    32.47269501911536    32.39851579953300
gm_3378_1658_12.png:   116.89453125000000   116.98242187500000    32.39851579953300    32.32427558594066
gm_3378_1659_12.png:   116.89453125000000   116.98242187500000    32.32427558594066    32.24997445293256
gm_3378_1660_12.png:   116.89453125000000   116.98242187500000    32.24997445293256    32.17561247557376
gm_3378_1661_12.png:   116.89453125000000   116.98242187500000    32.17561247557376    32.10118972940055
gm_3378_1662_12.png:   116.89453125000000   116.98242187500000    32.10118972940055    32.02670629042093
gm_3378_1663_12.png:   116.89453125000000   116.98242187500000    32.02670629042093    31.95216223511497
gm_3378_1664_12.png:   116.89453125000000   116.98242187500000    31.95216223511497    31.87755764043525
gm_3378_1665_12.png:   116.89453125000000   116.98242187500000    31.87755764043525    31.80289258380723
gm_3378_1666_12.png:   116.89453125000000   116.98242187500000    31.80289258380723    31.72816714312966
gm_3378_1667_12.png:   116.89453125000000   116.98242187500000    31.72816714312966    31.65338139677498
gm_3378_1668_12.png:   116.89453125000000   116.98242187500000    31.65338139677498    31.57853542358965
gm_3378_1669_12.png:   116.89453125000000   116.98242187500000    31.57853542358965    31.50362930289459
gm_3378_1670_12.png:   116.89453125000000   116.98242187500000    31.50362930289459    31.42866311448550
gm_3378_1671_12.png:   116.89453125000000   116.98242187500000    31.42866311448550    31.35363693863322
gm_3378_1672_12.png:   116.89453125000000   116.98242187500000    31.35363693863322    31.27855085608408
gm_3378_1673_12.png:   116.89453125000000   116.98242187500000    31.27855085608408    31.20340494806032
gm_3378_1674_12.png:   116.89453125000000   116.98242187500000    31.20340494806032    31.12819929626027
gm_3378_1675_12.png:   116.89453125000000   116.98242187500000    31.12819929626027    31.05293398285885
gm_3378_1676_12.png:   116.89453125000000   116.98242187500000    31.05293398285885    30.97760909050778
gm_3379_1656_12.png:   116.98242187500000   117.07031250000000    32.54681317056391    32.47269501911536
gm_3379_1657_12.png:   116.98242187500000   117.07031250000000    32.47269501911536    32.39851579953300
gm_3379_1658_12.png:   116.98242187500000   117.07031250000000    32.39851579953300    32.32427558594066
gm_3379_1659_12.png:   116.98242187500000   117.07031250000000    32.32427558594066    32.24997445293256
gm_3379_1660_12.png:   116.98242187500000   117.07031250000000    32.24997445293256    32.17561247557376
gm_3379_1661_12.png:   116.98242187500000   117.07031250000000    32.17561247557376    32.10118972940055
gm_3379_1662_12.png:   116.98242187500000   117.07031250000000    32.10118972940055    32.02670629042093
gm_3379_1663_12.png:   116.98242187500000   117.07031250000000    32.02670629042093    31.95216223511497
gm_3379_1664_12.png:   116.98242187500000   117.07031250000000    31.95216223511497    31.87755764043525
gm_3379_1665_12.png:   116.98242187500000   117.07031250000000    31.87755764043525    31.80289258380723
gm_3379_1666_12.png:   116.98242187500000   117.07031250000000    31.80289258380723    31.72816714312966
gm_3379_1667_12.png:   116.98242187500000   117.07031250000000    31.72816714312966    31.65338139677498
gm_3379_1668_12.png:   116.98242187500000   117.07031250000000    31.65338139677498    31.57853542358965
gm_3379_1669_12.png:   116.98242187500000   117.07031250000000    31.57853542358965    31.50362930289459
gm_3379_1670_12.png:   116.98242187500000   117.07031250000000    31.50362930289459    31.42866311448550
gm_3379_1671_12.png:   116.98242187500000   117.07031250000000    31.42866311448550    31.35363693863322
gm_3379_1672_12.png:   116.98242187500000   117.07031250000000    31.35363693863322    31.27855085608408
gm_3379_1673_12.png:   116.98242187500000   117.07031250000000    31.27855085608408    31.20340494806032
gm_3379_1674_12.png:   116.98242187500000   117.07031250000000    31.20340494806032    31.12819929626027
gm_3379_1675_12.png:   116.98242187500000   117.07031250000000    31.12819929626027    31.05293398285885
gm_3379_1676_12.png:   116.98242187500000   117.07031250000000    31.05293398285885    30.97760909050778
gm_3380_1656_12.png:   117.07031250000000   117.15820312500000    32.54681317056391    32.47269501911536
gm_3380_1657_12.png:   117.07031250000000   117.15820312500000    32.47269501911536    32.39851579953300
gm_3380_1658_12.png:   117.07031250000000   117.15820312500000    32.39851579953300    32.32427558594066
gm_3380_1659_12.png:   117.07031250000000   117.15820312500000    32.32427558594066    32.24997445293256
gm_3380_1660_12.png:   117.07031250000000   117.15820312500000    32.24997445293256    32.17561247557376
gm_3380_1661_12.png:   117.07031250000000   117.15820312500000    32.17561247557376    32.10118972940055
gm_3380_1662_12.png:   117.07031250000000   117.15820312500000    32.10118972940055    32.02670629042093
gm_3380_1663_12.png:   117.07031250000000   117.15820312500000    32.02670629042093    31.95216223511497
gm_3380_1664_12.png:   117.07031250000000   117.15820312500000    31.95216223511497    31.87755764043525
gm_3380_1665_12.png:   117.07031250000000   117.15820312500000    31.87755764043525    31.80289258380723
gm_3380_1666_12.png:   117.07031250000000   117.15820312500000    31.80289258380723    31.72816714312966
gm_3380_1667_12.png:   117.07031250000000   117.15820312500000    31.72816714312966    31.65338139677498
gm_3380_1668_12.png:   117.07031250000000   117.15820312500000    31.65338139677498    31.57853542358965
gm_3380_1669_12.png:   117.07031250000000   117.15820312500000    31.57853542358965    31.50362930289459
gm_3380_1670_12.png:   117.07031250000000   117.15820312500000    31.50362930289459    31.42866311448550
gm_3380_1671_12.png:   117.07031250000000   117.15820312500000    31.42866311448550    31.35363693863322
gm_3380_1672_12.png:   117.07031250000000   117.15820312500000    31.35363693863322    31.27855085608408
gm_3380_1673_12.png:   117.07031250000000   117.15820312500000    31.27855085608408    31.20340494806032
gm_3380_1674_12.png:   117.07031250000000   117.15820312500000    31.20340494806032    31.12819929626027
gm_3380_1675_12.png:   117.07031250000000   117.15820312500000    31.12819929626027    31.05293398285885
gm_3380_1676_12.png:   117.07031250000000   117.15820312500000    31.05293398285885    30.97760909050778
gm_3381_1656_12.png:   117.15820312500000   117.24609375000000    32.54681317056391    32.47269501911536
gm_3381_1657_12.png:   117.15820312500000   117.24609375000000    32.47269501911536    32.39851579953300
gm_3381_1658_12.png:   117.15820312500000   117.24609375000000    32.39851579953300    32.32427558594066
gm_3381_1659_12.png:   117.15820312500000   117.24609375000000    32.32427558594066    32.24997445293256
gm_3381_1660_12.png:   117.15820312500000   117.24609375000000    32.24997445293256    32.17561247557376
gm_3381_1661_12.png:   117.15820312500000   117.24609375000000    32.17561247557376    32.10118972940055
gm_3381_1662_12.png:   117.15820312500000   117.24609375000000    32.10118972940055    32.02670629042093
