; DOASIS Fit Result File
; Date and Time of Creation: 2/14/2017 17:01:40
; DOASIS Version: 3.2.5029
; Fit Scenario File Name: D:\Car-MAX-DOAS\JS\NO2_O4(405-450nm)_Diff.fs
; 
; 
Fit Coefficient (NO2_298K_(425-490nm))	Fit Coefficient Error (NO2_298K_(425-490nm))	Shift (NO2_298K_(425-490nm))	Shift Error (NO2_298K_(425-490nm))	Squeeze (NO2_298K_(425-490nm))	Squeeze Error (NO2_298K_(425-490nm))	Quadratic Squeeze (NO2_298K_(425-490nm))	Quadratic Squeeze Error (NO2_298K_(425-490nm))	Cubic Squeeze (NO2_298K_(425-490nm))	Cubic Squeeze Error (NO2_298K_(425-490nm))	Fit Coefficient (NO2_220K_(425-490nm))	Fit Coefficient Error (NO2_220K_(425-490nm))	Shift (NO2_220K_(425-490nm))	Shift Error (NO2_220K_(425-490nm))	Squeeze (NO2_220K_(425-490nm))	Squeeze Error (NO2_220K_(425-490nm))	Quadratic Squeeze (NO2_220K_(425-490nm))	Quadratic Squeeze Error (NO2_220K_(425-490nm))	Cubic Squeeze (NO2_220K_(425-490nm))	Cubic Squeeze Error (NO2_220K_(425-490nm))	Fit Coefficient (O3_223K_(425-490nm))	Fit Coefficient Error (O3_223K_(425-490nm))	Shift (O3_223K_(425-490nm))	Shift Error (O3_223K_(425-490nm))	Squeeze (O3_223K_(425-490nm))	Squeeze Error (O3_223K_(425-490nm))	Quadratic Squeeze (O3_223K_(425-490nm))	Quadratic Squeeze Error (O3_223K_(425-490nm))	Cubic Squeeze (O3_223K_(425-490nm))	Cubic Squeeze Error (O3_223K_(425-490nm))	Fit Coefficient (O4_293K_(425-490nm))	Fit Coefficient Error (O4_293K_(425-490nm))	Shift (O4_293K_(425-490nm))	Shift Error (O4_293K_(425-490nm))	Squeeze (O4_293K_(425-490nm))	Squeeze Error (O4_293K_(425-490nm))	Quadratic Squeeze (O4_293K_(425-490nm))	Quadratic Squeeze Error (O4_293K_(425-490nm))	Cubic Squeeze (O4_293K_(425-490nm))	Cubic Squeeze Error (O4_293K_(425-490nm))	Fit Coefficient (H2O_(425-490nm))	Fit Coefficient Error (H2O_(425-490nm))	Shift (H2O_(425-490nm))	Shift Error (H2O_(425-490nm))	Squeeze (H2O_(425-490nm))	Squeeze Error (H2O_(425-490nm))	Quadratic Squeeze (H2O_(425-490nm))	Quadratic Squeeze Error (H2O_(425-490nm))	Cubic Squeeze (H2O_(425-490nm))	Cubic Squeeze Error (H2O_(425-490nm))	Fit Coefficient (Ring_(425-490nm))	Fit Coefficient Error (Ring_(425-490nm))	Shift (Ring_(425-490nm))	Shift Error (Ring_(425-490nm))	Squeeze (Ring_(425-490nm))	Squeeze Error (Ring_(425-490nm))	Quadratic Squeeze (Ring_(425-490nm))	Quadratic Squeeze Error (Ring_(425-490nm))	Cubic Squeeze (Ring_(425-490nm))	Cubic Squeeze Error (Ring_(425-490nm))	Chi Square	Delta	RMS	FitSteps	Poly. Coeff. 0	Poly. Coeff. Error 0	Poly. Coeff. 1	Poly. Coeff. Error 1	Poly. Coeff. 2	Poly. Coeff. Error 2	Poly. Coeff. 3	Poly. Coeff. Error 3	Poly. Coeff. 4	Poly. Coeff. Error 4	Poly. Coeff. 5	Poly. Coeff. Error 5	Add. Poly. Coeff. 0	Add. Poly. Coeff. Error 0	AzimuthAngle	Delta	Deviation	ElevationAngle	ExposureTime	FileName	Latitude	Longitude	Name	NumScans	Pressure	ScanGeometry	StartDateAndTime	StopDateAndTime	TemperatureAmbient	TimeZoneOffset	UserParam1	UserParam2	UserParam3	UserParam4	UserParam5	UserParam6	UserParam7	UserParam8	Variance
2.05278889691121E+16	9.349623074055E+15	0.144488513243508	0.402234099052809	0.984474920444309	0.0120959910417908	0	0	0	0	-4.30472903170273E+16	3.27783844926655E+16	0.144488513243508	0.402234099052809	0.984474920444309	0.0120959910417908	0	0	0	0	3.25805855529398E+19	2.31666274544672E+19	0.144488513243508	0.402234099052809	0.984474920444309	0.0120959910417908	0	0	0	0	-9.73048846750616E+43	4.58463430005255E+43	0.144488513243508	0.402234099052809	0.984474920444309	0.0120959910417908	0	0	0	0	1.1491491684983E+23	7.49480717241614E+22	0.144488513243508	0.402234099052809	0.984474920444309	0.0120959910417908	0	0	0	0	-1.45306374791667E+26	5.71230678893082E+24	0.0703890317889068	0.0129524046194247	0.996257599679245	0.000594351090822059	0	0	0	0	0.00798633492263763	0.0351130386973312	0.00530968868433818	10	1078.05621907317	609.665775087289	-8.73930124047302	6.98794259847391	0.0232716490715845	0.0326215758581757	-1.45237691930159E-05	7.75547443324996E-05	-2.80843682491261E-08	9.37411581482758E-08	3.34235044507673E-11	4.59409606757908E-11	9.25342630594163E-06	0.000146863313911811	0	0.374067593263695	0.0896359736897291	0	1877.21859325062	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000200\Meas0000298	31.8655471801758	117.505157470703	Meas	11	0	SAZ: 84.2569879208345 SZA: 124.863133979467 LAZ: 239.837981095538 LAZ: 41.6791216355483 Date: 2/13/2017 04:12:26 Lat.: 31.8655471801758 Lon.: 117.505157470703 TimeZoneOffset: 08:00:00	2017-02-13 04:12:26	2017-02-13 04:12:47	0	08:00:00	0.75077902421824	0.0035375919593321065	149.7528		02/13/2017 04:12:00	02/13/2017 04:12:20	90.3528		0.00803460777930581
2.45490181459624E+16	7.49832111269755E+15	0.305758233282904	0.291203869562375	0.981279034523435	0.00973672298528011	0	0	0	0	-5.73884072062373E+16	2.64808875989324E+16	0.305758233282904	0.291203869562375	0.981279034523435	0.00973672298528011	0	0	0	0	6.62631899338754E+19	1.8568214218389E+19	0.305758233282904	0.291203869562375	0.981279034523435	0.00973672298528011	0	0	0	0	-2.94880461694118E+43	3.73948523215131E+43	0.305758233282904	0.291203869562375	0.981279034523435	0.00973672298528011	0	0	0	0	8.09046747030063E+22	6.00261159841659E+22	0.305758233282904	0.291203869562375	0.981279034523435	0.00973672298528011	0	0	0	0	-1.14526330793773E+26	4.60055732320024E+24	0.0785303311331821	0.0134581156716616	0.996004184977934	0.000612127366431762	0	0	0	0	0.00600541973635598	0.0317102089977079	0.00428485789029977	14	672.502179046529	NaN	-5.64867500628438	NaN	0.0163642517591786	NaN	-1.55638747976816E-05	NaN	-7.3405635392858E-09	NaN	1.48778303273931E-11	NaN	5.79658612447944E-06	0.000127353606305048	0	0.319793713959126	0.0759878751603134	0	1795.01360112971	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000200\Meas0000299	31.8660202026367	117.501518249512	Meas	11	0	SAZ: 84.3204203703089 SZA: 124.771038330414 LAZ: 239.941976739998 LAZ: 41.7575193265441 Date: 2/13/2017 04:12:53 Lat.: 31.8660202026367 Lon.: 117.501518249512 TimeZoneOffset: 08:00:00	2017-02-13 04:12:53	2017-02-13 04:13:12	0	08:00:00	0.7858730951320837	0.003757102727860097	149.7528		02/13/2017 04:12:00	02/13/2017 04:12:20	90.3528		0.00577415717137937
4.18291467776865E+15	4.14316587518217E+15	-0.645364250085739	0.326565350491817	1.01722381675278	0.00959500837908287	0	0	0	0	5.94105572179763E+15	1.42857060840154E+16	-0.645364250085739	0.326565350491817	1.01722381675278	0.00959500837908287	0	0	0	0	3.62431736661542E+19	1.04881811187886E+19	-0.645364250085739	0.326565350491817	1.01722381675278	0.00959500837908287	0	0	0	0	3.95494057620481E+43	1.76796469972869E+43	-0.645364250085739	0.326565350491817	1.01722381675278	0.00959500837908287	0	0	0	0	-9.91628328868212E+22	3.33243783170922E+22	-0.645364250085739	0.326565350491817	1.01722381675278	0.00959500837908287	0	0	0	0	3.70059715622934E+25	2.65536331536681E+24	0.0490316107159237	0.0232358211546885	1.00037394928783	0.0010750305122806	0	0	0	0	0.00496042597269096	0.0159950887875027	0.00241335968360527	23	-347.977505141803	269.181638087789	2.82184998727496	3.05276084870421	-0.00758981375319693	0.0141311815711768	5.19554334103919E-06	3.3419857623867E-05	7.92705521309754E-09	4.03242649771278E-08	-9.92862542062561E-12	1.97871852431317E-11	1.39592741588109E-06	0.000115744150141543	0	0.234568096730979	0.0694711738876814	0	1563.4765625	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000301	31.8679885864258	117.494430541992	Meas	13	0	SAZ: 84.4415600283535 SZA: 124.593607690993 LAZ: 240.14033908398 LAZ: 41.9091978967227 Date: 2/13/2017 04:13:45 Lat.: 31.8679885864258 Lon.: 117.494430541992 TimeZoneOffset: 08:00:00	2017-02-13 04:13:45	2017-02-13 04:14:06	0	08:00:00	1.092239201247919	0.002865521931967572	30.0528		02/13/2017 04:13:19	02/13/2017 04:13:39	90.3528		0.00482624400133246
-9.72267059432896E+15	6.93907504564587E+15	-0.331863163683995	0.476009646313662	0.998982470569703	0.0132776655597297	0	0	0	0	4.69904124732177E+16	2.38019055012984E+16	-0.331863163683995	0.476009646313662	0.998982470569703	0.0132776655597297	0	0	0	0	4.75873942811017E+18	1.7446160890791E+19	-0.331863163683995	0.476009646313662	0.998982470569703	0.0132776655597297	0	0	0	0	6.16338800701927E+43	3.22176864072621E+43	-0.331863163683995	0.476009646313662	0.998982470569703	0.0132776655597297	0	0	0	0	-1.75046181965573E+23	5.51425162580533E+22	-0.331863163683995	0.476009646313662	0.998982470569703	0.0132776655597297	0	0	0	0	1.06192387394589E+26	4.5326403399181E+24	0.0374520304239116	0.0135448562405593	1.00063219650194	0.000623136035120851	0	0	0	0	0.0232870466814166	0.024520388162569	0.00406980659800535	14	-1096.56992400785	548.00609742002	8.96601392133061	6.27927835998738	-0.0243430584817246	0.0291551704815619	1.69325991009257E-05	6.86099715487195E-05	2.55646384341746E-08	8.17914177947171E-08	-3.24861490361368E-11	3.94561023619011E-11	1.45789950118913E-05	0.000250782236379164	0	0.580898874389991	0.175706745734126	0	508.756393041366	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000302	31.8702545166016	117.491500854492	Meas	39	0	SAZ: 84.5014904664914 SZA: 124.504239734983 LAZ: 240.238493952731 LAZ: 41.9862324851115 Date: 2/13/2017 04:14:11 Lat.: 31.8702545166016 Lon.: 117.491500854492 TimeZoneOffset: 08:00:00	2017-02-13 04:14:11	2017-02-13 04:14:31	0	08:00:00	1.2931545694542626	0.0050473036437072944	30.0528		02/13/2017 04:13:19	02/13/2017 04:13:39	90.3528		0.0308728604964767
4.769044275502E+15	3.57260103185373E+15	0.0485695534180674	0.200472440865887	1.00302296620498	0.00631647967760725	0	0	0	0	1.35042305125501E+16	1.23707113918974E+16	0.0485695534180674	0.200472440865887	1.00302296620498	0.00631647967760725	0	0	0	0	3.13927667666463E+19	8.85117782994074E+18	0.0485695534180674	0.200472440865887	1.00302296620498	0.00631647967760725	0	0	0	0	5.17886192309622E+43	1.49074736743019E+43	0.0485695534180674	0.200472440865887	1.00302296620498	0.00631647967760725	0	0	0	0	-5.55290011084845E+22	2.85189844628564E+22	0.0485695534180674	0.200472440865887	1.00302296620498	0.00631647967760725	0	0	0	0	1.20394458609159E+25	2.33531865041443E+24	0.228714288536003	0.0590556599368186	0.990115723375646	0.00262429029806883	0	0	0	0	0.00318727515482074	0.014726487179578	0.00205124655269828	6	-119.847766240871	553.34628840482	0.941841253991505	6.27998428849593	-0.00236530223611165	0.0285777445207572	1.02983672020291E-06	6.52193792533213E-05	3.74293353364208E-09	7.46903785910489E-08	-3.91273522445331E-12	3.43576505871652E-11	1.62783663385591E-06	9.27789264003807E-05	0	0.1662899604117	0.0498091901912527	0	2028.19805145264	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000304	31.8712940216064	117.490158081055	Meas	10	0	SAZ: 84.628552821359 SZA: 124.318474182974 LAZ: 240.4457871859 LAZ: 42.1451267440551 Date: 2/13/2017 04:15:04 Lat.: 31.8712940216064 Lon.: 117.490158081055 TimeZoneOffset: 08:00:00	2017-02-13 04:15:04	2017-02-13 04:15:24	0	08:00:00	1.0451515786918697	0.0031859170305958274	149.7528		02/13/2017 04:14:38	02/13/2017 04:14:57	90.3528		0.00248095542750838
-3.92280776004934E+15	4.26975393936614E+15	-0.254197575491622	0.325666503109877	1.00684874734006	0.00961163790268548	0	0	0	0	3.21787565122304E+16	1.46626408582322E+16	-0.254197575491622	0.325666503109877	1.00684874734006	0.00961163790268548	0	0	0	0	1.60359789355356E+19	1.07299198152419E+19	-0.254197575491622	0.325666503109877	1.00684874734006	0.00961163790268548	0	0	0	0	2.22366809706636E+43	1.84021953999123E+43	-0.254197575491622	0.325666503109877	1.00684874734006	0.00961163790268548	0	0	0	0	-9.198850355085E+22	3.43445384359359E+22	-0.254197575491622	0.325666503109877	1.00684874734006	0.00961163790268548	0	0	0	0	4.04551531064957E+25	2.80497425772212E+24	-0.110686384535964	0.021607875063857	1.00466199235177	0.000966126171611603	0	0	0	0	0.00543863996900272	0.017532865847788	0.00248238179836479	9	-347.164078650032	322.221959162643	2.82831183285598	3.56240792884067	-0.00770045435670139	0.0159409000237882	5.65933523982098E-06	3.62365492289949E-05	7.12515069387502E-09	4.19736600330806E-08	-9.42394728560178E-12	1.98406370535894E-11	4.95727407141974E-06	0.000121195004476088	0	0.241818830971148	0.0724912193397307	0	1295.3784942627	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000305	31.8712940216064	117.490165710449	Meas	15	0	SAZ: 84.69148812223 SZA: 124.226814990038 LAZ: 240.548199303829 LAZ: 42.2234312547998 Date: 2/13/2017 04:15:30 Lat.: 31.8712940216064 Lon.: 117.490165710449 TimeZoneOffset: 08:00:00	2017-02-13 04:15:30	2017-02-13 04:15:49	0	08:00:00	1.1106882990673088	0.004241089269449113	149.7528		02/13/2017 04:14:38	02/13/2017 04:14:57	90.3528		0.00525497688136094
1.1484044442527E+17	3.74101453237515E+16	0.0906306077341497	0.362035304700435	0.98644682272796	0.0114434878659764	0	0	0	0	-3.29709870545749E+17	1.30590379189646E+17	0.0906306077341497	0.362035304700435	0.98644682272796	0.0114434878659764	0	0	0	0	1.92513832572849E+20	9.20748285582683E+19	0.0906306077341497	0.362035304700435	0.98644682272796	0.0114434878659764	0	0	0	0	-3.95322395804045E+44	1.85813965088799E+44	0.0906306077341497	0.362035304700435	0.98644682272796	0.0114434878659764	0	0	0	0	4.48049913300998E+23	2.94448738218098E+23	0.0906306077341497	0.362035304700435	0.98644682272796	0.0114434878659764	0	0	0	0	-5.37974822874483E+26	2.29015164870145E+25	-0.0642340920480466	0.0145569186694164	0.999853058051785	0.000657011095508242	0	0	0	0	0.0339971579899868	0.142244672755117	0.0212929424676362	15	4701.99218537615	1651.42452842194	-38.111107788116	17.3907455697639	0.100860599087599	0.0759916728012628	-5.90715974051032E-05	0.000175593212082901	-1.32259621610578E-07	2.15438094073292E-07	1.53304155489295E-10	1.10625771159108E-10	7.59961923540602E-05	0.000303012727607211	0	0.701641315268205	0.177605672084253	0	2129.10058763292	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000307	31.8712940216064	117.490173339844	Meas	9	0	SAZ: 84.8170901225587 SZA: 124.043475336018 LAZ: 240.75216439834 LAZ: 42.3802656801385 Date: 2/13/2017 04:16:22 Lat.: 31.8712940216064 Lon.: 117.490173339844 TimeZoneOffset: 08:00:00	2017-02-13 04:16:22	2017-02-13 04:16:41	0	08:00:00	0.3575777290233606	0.009886763133954656	30.0528		02/13/2017 04:15:56	02/13/2017 04:16:16	90.3528		0.031543774756499
1.11673589284296E+17	3.75871293684676E+16	0.077840914051881	0.363625843091788	0.986149091175798	0.0115505815936105	0	0	0	0	-3.04697711452804E+17	1.31091326060559E+17	0.077840914051881	0.363625843091788	0.986149091175798	0.0115505815936105	0	0	0	0	2.72819007485856E+20	9.16317731996489E+19	0.077840914051881	0.363625843091788	0.986149091175798	0.0115505815936105	0	0	0	0	-3.59518764716531E+44	1.891465533383E+44	0.077840914051881	0.363625843091788	0.986149091175798	0.0115505815936105	0	0	0	0	4.03075939783419E+23	2.9391086549256E+23	0.077840914051881	0.363625843091788	0.986149091175798	0.0115505815936105	0	0	0	0	-5.34973074537191E+26	2.28677860719571E+25	-0.0569305547995422	0.0142927065928953	0.999193905152202	0.000626462057463833	0	0	0	0	0.0347758219602611	0.145354039306499	0.0212444799354978	5	4158.60872833891	NaN	-33.6080497485429	NaN	0.0883641555629093	NaN	-4.96311167438299E-05	NaN	-1.20495053026691E-07	NaN	1.37311017649273E-10	NaN	8.17294988244747E-05	0.000306463153340753	0	0.697893024400652	0.177688672595907	0	2109.78423224555	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000308	31.8712940216064	117.490173339844	Meas	9	0	SAZ: 84.8773493382573 SZA: 123.955321434348 LAZ: 240.849819164279 LAZ: 42.4557728616185 Date: 2/13/2017 04:16:47 Lat.: 31.8712940216064 Lon.: 117.490173339844 TimeZoneOffset: 08:00:00	2017-02-13 04:16:47	2017-02-13 04:17:06	0	08:00:00	0.36015940692649884	0.010437157698119386	30.0528		02/13/2017 04:15:56	02/13/2017 04:16:16	90.3528		0.0315732643688955
-1.4563298198865E+16	5.50141338629865E+15	-1.06481088935816	0.232523099846039	1.01830540445081	0.00742306184914013	0	0	0	0	7.46312370357805E+16	1.88961474941007E+16	-1.06481088935816	0.232523099846039	1.01830540445081	0.00742306184914013	0	0	0	0	-5.90552528614966E+19	1.39297907609698E+19	-1.06481088935816	0.232523099846039	1.01830540445081	0.00742306184914013	0	0	0	0	5.62827562530934E+43	2.67090603578353E+43	-1.06481088935816	0.232523099846039	1.01830540445081	0.00742306184914013	0	0	0	0	-6.70817835835211E+22	4.38823601050698E+22	-1.06481088935816	0.232523099846039	1.01830540445081	0.00742306184914013	0	0	0	0	6.59788688143976E+25	3.68905949394319E+24	0.104419002730448	0.0169049267894259	0.994786392906693	0.000742922527020511	0	0	0	0	0.00992636785732143	0.022321478917606	0.00320322433381341	11	-293.325317398521	541.128405943788	2.29637153481415	6.29184249683729	-0.00564230228321519	0.0295100342056367	1.79246263386555E-06	6.97812541781131E-05	1.0612135069278E-08	8.31474497942441E-08	-1.06059728559179E-11	3.99027506727666E-11	3.70403724584289E-06	0.000163732444869165	0	0.325326733198165	0.0957070115478637	0	1445.60037340437	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000310	31.8712921142578	117.490188598633	Meas	14	0	SAZ: 85.0024432459321 SZA: 123.771922043307 LAZ: 241.052129299293 LAZ: 42.6130624065085 Date: 2/13/2017 04:17:39 Lat.: 31.8712921142578 Lon.: 117.490188598633 TimeZoneOffset: 08:00:00	2017-02-13 04:17:39	2017-02-13 04:18:00	0	08:00:00	1.1340563921722529	0.0019207588747852892	149.7528		02/13/2017 04:17:13	02/13/2017 04:17:33	90.3528		0.00915983205942292
-1.46224490377535E+16	5.7647324798079E+15	-0.126061875839373	0.267592537659859	0.996079348679081	0.00863039340454898	0	0	0	0	7.24717637988612E+16	1.96721817207594E+16	-0.126061875839373	0.267592537659859	0.996079348679081	0.00863039340454898	0	0	0	0	-1.00018925630808E+20	1.43568192482848E+19	-0.126061875839373	0.267592537659859	0.996079348679081	0.00863039340454898	0	0	0	0	9.05000835508238E+42	2.90914572059076E+43	-0.126061875839373	0.267592537659859	0.996079348679081	0.00863039340454898	0	0	0	0	-3.17769973455845E+22	4.5625266137995E+22	-0.126061875839373	0.267592537659859	0.996079348679081	0.00863039340454898	0	0	0	0	6.01626027091873E+25	3.82732861318694E+24	-0.0870211349484006	0.0197995265255578	1.00408266349898	0.000871770334182569	0	0	0	0	0.010983292842674	0.0237967208321161	0.00334854908823436	15	-18.7031998598138	NaN	-0.0116781643885018	NaN	0.000944123291116326	NaN	-3.82491268405667E-06	NaN	5.83083794247068E-09	NaN	-3.11706694044657E-12	NaN	7.51562522131505E-06	0.000172228827745806	0	0.330766869394135	0.0978034358866805	0	1437.34918321882	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000311	31.8712921142578	117.490188598633	Meas	14	0	SAZ: 85.0672558072032 SZA: 123.67668817591 LAZ: 241.156727751149 LAZ: 42.6948450646556 Date: 2/13/2017 04:18:06 Lat.: 31.8712921142578 Lon.: 117.490188598633 TimeZoneOffset: 08:00:00	2017-02-13 04:18:06	2017-02-13 04:18:26	0	08:00:00	1.1370892123955954	0.001551115628691368	149.7528		02/13/2017 04:17:13	02/13/2017 04:17:33	90.3528		0.00956551207124001
1.10638563480099E+17	3.5687433556284E+16	0.0857224485860054	0.357181137803996	0.986623338392446	0.0114915801643868	0	0	0	0	-3.13483189307617E+17	1.24416320185973E+17	0.0857224485860054	0.357181137803996	0.986623338392446	0.0114915801643868	0	0	0	0	2.75499000062293E+20	8.68725740750296E+19	0.0857224485860054	0.357181137803996	0.986623338392446	0.0114915801643868	0	0	0	0	-3.23311201658802E+44	1.7866935717264E+44	0.0857224485860054	0.357181137803996	0.986623338392446	0.0114915801643868	0	0	0	0	3.64191545124915E+23	2.76661788091443E+23	0.0857224485860054	0.357181137803996	0.986623338392446	0.0114915801643868	0	0	0	0	-5.15338203700836E+26	2.25142660107894E+25	-0.0667712488350049	0.0149017959625288	0.999757776176188	0.000659126884270132	0	0	0	0	0.0395926020292601	0.133269739728729	0.020243836351893	20	3778.88874247633	NaN	-30.479065065016	NaN	0.0798397228275022	NaN	-4.39074674984395E-05	NaN	-1.10682547356549E-07	NaN	1.2506747369173E-10	NaN	7.28660295758099E-05	0.000326999121816649	0	0.660893263754042	0.166787342125115	0	2286.57552931044	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000313	31.8712882995605	117.490196228027	Meas	9	0	SAZ: 85.1942223710333 SZA: 123.48971476881 LAZ: 241.361196928023 LAZ: 42.8556182148813 Date: 2/13/2017 04:18:59 Lat.: 31.8712882995605 Lon.: 117.490196228027 TimeZoneOffset: 08:00:00	2017-02-13 04:18:59	2017-02-13 04:19:20	0	08:00:00	0.38349421299281095	0.01127276088183709	30.0528		02/13/2017 04:18:33	02/13/2017 04:18:53	90.3528		0.0278180174931601
1.53232087461468E+17	4.80324755798754E+16	0.102758942626349	0.348312338121357	0.985470989378792	0.0108514020297559	0	0	0	0	-4.46115887112106E+17	1.66874321543399E+17	0.102758942626349	0.348312338121357	0.985470989378792	0.0108514020297559	0	0	0	0	3.4807392928375E+20	1.18304141700456E+20	0.102758942626349	0.348312338121357	0.985470989378792	0.0108514020297559	0	0	0	0	-5.47240574009756E+44	2.4635426499928E+44	0.102758942626349	0.348312338121357	0.985470989378792	0.0108514020297559	0	0	0	0	6.72299549298805E+23	3.8225010074201E+23	0.102758942626349	0.348312338121357	0.985470989378792	0.0108514020297559	0	0	0	0	-7.02707135662544E+26	3.0153145339675E+25	-0.0650886382359525	0.0145103779692649	0.999801156644623	0.000652724800181902	0	0	0	0	0.0500391558382127	0.177508759995099	0.0272729580212611	25	5356.03199858278	1877.53664698387	-43.1878842961493	20.1244018759421	0.112976068175927	0.0914681693682746	-6.12584309374149E-05	0.000222729864939368	-1.58935872536168E-07	2.86463502536889E-07	1.78784949344735E-10	1.51726886148427E-10	0.000125602076190488	0.000367616123661562	0	0.741294383608663	0.185233672369878	0	2309.4482421875	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000314	31.8712863922119	117.490196228027	Meas	9	0	SAZ: 85.2587675272221 SZA: 123.394453973522 LAZ: 241.464919223097 LAZ: 42.9376364717506 Date: 2/13/2017 04:19:26 Lat.: 31.8712863922119 Lon.: 117.490196228027 TimeZoneOffset: 08:00:00	2017-02-13 04:19:26	2017-02-13 04:19:47	0	08:00:00	0.3517550093848821	0.012677053590549535	30.0528		02/13/2017 04:18:33	02/13/2017 04:18:53	90.3528		0.0343115133796315
-7.65407304676041E+15	5.36342754668246E+15	-0.867226176492134	0.27492329839512	1.01999491563146	0.00867182710713285	0	0	0	0	5.17452648751852E+16	1.83405297622201E+16	-0.867226176492134	0.27492329839512	1.01999491563146	0.00867182710713285	0	0	0	0	-4.22552753203401E+18	1.35053553965627E+19	-0.867226176492134	0.27492329839512	1.01999491563146	0.00867182710713285	0	0	0	0	5.44234118811164E+43	2.33996979857208E+43	-0.867226176492134	0.27492329839512	1.01999491563146	0.00867182710713285	0	0	0	0	-5.98931568508627E+22	4.26950097693151E+22	-0.867226176492134	0.27492329839512	1.01999491563146	0.00867182710713285	0	0	0	0	6.01890387486355E+25	3.49166323375928E+24	-0.0883615337628196	0.0184393099959952	1.00392345540976	0.000819548154630975	0	0	0	0	0.00948861646650265	0.0220801421477208	0.00309997005378205	19	-334.631172485974	195.840901736232	2.73133982813774	1.93007668511046	-0.0074774350498075	0.00794913010639324	5.6857092557046E-06	1.80990158799756E-05	6.43662199838362E-09	2.31446103833316E-08	-8.78213774685808E-12	1.26846984102972E-11	4.44207458009803E-06	0.000160081450343089	0	0.329144209550103	0.097408483095281	0	1250.23925304413	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000316	31.8712825775146	117.490203857422	Meas	16	0	SAZ: 85.3875945645682 SZA: 123.203899560072 LAZ: 241.671492676815 LAZ: 43.1019147081941 Date: 2/13/2017 04:20:20 Lat.: 31.8712825775146 Lon.: 117.490203857422 TimeZoneOffset: 08:00:00	2017-02-13 04:20:20	2017-02-13 04:20:40	0	08:00:00	1.1449170168740128	0.0022872242591258293	149.7528		02/13/2017 04:19:54	02/13/2017 04:20:13	90.3528		0.00948841257892364
-8.00750753373284E+15	5.15017387472163E+15	-0.649529376978641	0.225004674836977	1.01659986944182	0.00721353279753094	0	0	0	0	5.81475047396557E+16	1.7573351349149E+16	-0.649529376978641	0.225004674836977	1.01659986944182	0.00721353279753094	0	0	0	0	1.46725018187077E+19	1.29028846377986E+19	-0.649529376978641	0.225004674836977	1.01659986944182	0.00721353279753094	0	0	0	0	8.92471954371034E+43	2.19145568959163E+43	-0.649529376978641	0.225004674836977	1.01659986944182	0.00721353279753094	0	0	0	0	-4.19456789043051E+22	4.07875294114772E+22	-0.649529376978641	0.225004674836977	1.01659986944182	0.00721353279753094	0	0	0	0	5.93909783879897E+25	3.33409911270905E+24	-0.117358528772809	0.0174179920362956	1.00490837672531	0.000773100255974095	0	0	0	0	0.00869158649316702	0.0194125878575133	0.00296054163216411	5	-892.749459535274	NaN	7.371634999187	NaN	-0.0203706253279201	NaN	1.52835271024479E-05	NaN	1.91574936028765E-08	NaN	-2.58730297133326E-11	NaN	5.17380608757216E-06	0.000153210698379577	0	0.323067803018144	0.0969390348545238	0	1263.27979564667	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000300\Meas0000317	31.8712825775146	117.490203857422	Meas	16	0	SAZ: 85.4494930321124 SZA: 123.112141799264 LAZ: 241.770533566305 LAZ: 43.1811210298894 Date: 2/13/2017 04:20:46 Lat.: 31.8712825775146 Lon.: 117.490203857422 TimeZoneOffset: 08:00:00	2017-02-13 04:20:46	2017-02-13 04:21:06	0	08:00:00	1.1458815038281525	0.003071892827472966	149.7528		02/13/2017 04:19:54	02/13/2017 04:20:13	90.3528		0.00939717647852659
