; DOASIS Fit Result File
; Date and Time of Creation: 2/14/2017 17:01:40
; DOASIS Version: 3.2.5029
; Fit Scenario File Name: D:\Car-MAX-DOAS\JS\NO2_O4(405-450nm)_Diff.fs
; 
; 
Fit Coefficient (NO2_298K_(425-490nm))	Fit Coefficient Error (NO2_298K_(425-490nm))	Shift (NO2_298K_(425-490nm))	Shift Error (NO2_298K_(425-490nm))	Squeeze (NO2_298K_(425-490nm))	Squeeze Error (NO2_298K_(425-490nm))	Quadratic Squeeze (NO2_298K_(425-490nm))	Quadratic Squeeze Error (NO2_298K_(425-490nm))	Cubic Squeeze (NO2_298K_(425-490nm))	Cubic Squeeze Error (NO2_298K_(425-490nm))	Fit Coefficient (NO2_220K_(425-490nm))	Fit Coefficient Error (NO2_220K_(425-490nm))	Shift (NO2_220K_(425-490nm))	Shift Error (NO2_220K_(425-490nm))	Squeeze (NO2_220K_(425-490nm))	Squeeze Error (NO2_220K_(425-490nm))	Quadratic Squeeze (NO2_220K_(425-490nm))	Quadratic Squeeze Error (NO2_220K_(425-490nm))	Cubic Squeeze (NO2_220K_(425-490nm))	Cubic Squeeze Error (NO2_220K_(425-490nm))	Fit Coefficient (O3_223K_(425-490nm))	Fit Coefficient Error (O3_223K_(425-490nm))	Shift (O3_223K_(425-490nm))	Shift Error (O3_223K_(425-490nm))	Squeeze (O3_223K_(425-490nm))	Squeeze Error (O3_223K_(425-490nm))	Quadratic Squeeze (O3_223K_(425-490nm))	Quadratic Squeeze Error (O3_223K_(425-490nm))	Cubic Squeeze (O3_223K_(425-490nm))	Cubic Squeeze Error (O3_223K_(425-490nm))	Fit Coefficient (O4_293K_(425-490nm))	Fit Coefficient Error (O4_293K_(425-490nm))	Shift (O4_293K_(425-490nm))	Shift Error (O4_293K_(425-490nm))	Squeeze (O4_293K_(425-490nm))	Squeeze Error (O4_293K_(425-490nm))	Quadratic Squeeze (O4_293K_(425-490nm))	Quadratic Squeeze Error (O4_293K_(425-490nm))	Cubic Squeeze (O4_293K_(425-490nm))	Cubic Squeeze Error (O4_293K_(425-490nm))	Fit Coefficient (H2O_(425-490nm))	Fit Coefficient Error (H2O_(425-490nm))	Shift (H2O_(425-490nm))	Shift Error (H2O_(425-490nm))	Squeeze (H2O_(425-490nm))	Squeeze Error (H2O_(425-490nm))	Quadratic Squeeze (H2O_(425-490nm))	Quadratic Squeeze Error (H2O_(425-490nm))	Cubic Squeeze (H2O_(425-490nm))	Cubic Squeeze Error (H2O_(425-490nm))	Fit Coefficient (Ring_(425-490nm))	Fit Coefficient Error (Ring_(425-490nm))	Shift (Ring_(425-490nm))	Shift Error (Ring_(425-490nm))	Squeeze (Ring_(425-490nm))	Squeeze Error (Ring_(425-490nm))	Quadratic Squeeze (Ring_(425-490nm))	Quadratic Squeeze Error (Ring_(425-490nm))	Cubic Squeeze (Ring_(425-490nm))	Cubic Squeeze Error (Ring_(425-490nm))	Chi Square	Delta	RMS	FitSteps	Poly. Coeff. 0	Poly. Coeff. Error 0	Poly. Coeff. 1	Poly. Coeff. Error 1	Poly. Coeff. 2	Poly. Coeff. Error 2	Poly. Coeff. 3	Poly. Coeff. Error 3	Poly. Coeff. 4	Poly. Coeff. Error 4	Poly. Coeff. 5	Poly. Coeff. Error 5	Add. Poly. Coeff. 0	Add. Poly. Coeff. Error 0	AzimuthAngle	Delta	Deviation	ElevationAngle	ExposureTime	FileName	Latitude	Longitude	Name	NumScans	Pressure	ScanGeometry	StartDateAndTime	StopDateAndTime	TemperatureAmbient	TimeZoneOffset	UserParam1	UserParam2	UserParam3	UserParam4	UserParam5	UserParam6	UserParam7	UserParam8	Variance
2.00808673067851E+16	3.46030305100772E+15	0.217507677698034	0.0860027518282735	0.992706264446276	0.00282992447379568	0	0	0	0	-5.06045432495296E+15	1.21637172284702E+16	0.217507677698034	0.0860027518282735	0.992706264446276	0.00282992447379568	0	0	0	0	-3.23606513303556E+18	8.63964381381356E+18	0.217507677698034	0.0860027518282735	0.992706264446276	0.00282992447379568	0	0	0	0	-6.33731200042645E+42	1.54865452745293E+43	0.217507677698034	0.0860027518282735	0.992706264446276	0.00282992447379568	0	0	0	0	2.54053123049834E+22	2.80862811010388E+22	0.217507677698034	0.0860027518282735	0.992706264446276	0.00282992447379568	0	0	0	0	-5.30861132353808E+25	1.83279210654561E+24	0.0454322139265823	0.0208338100020914	0.997635489044659	0.000918395567753535	0	0	0	0	0.00181810052443777	0.0144393743722233	0.00197666900437803	4	-384.375093460825	220.332729704637	3.18748006921392	2.50254705708352	-0.00882024940055545	0.0116002649069024	6.47564042007745E-06	2.74646701027562E-05	8.84348674956676E-09	3.31637398992284E-08	-1.17499102336665E-11	1.62802602678194E-11	1.02160658818396E-06	7.00726448666692E-05	0	0.256458332691439	0.0693058899572208	0	1483.6843930758	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000121	31.7902355194092	117.096954345703	Meas	13	0	SAZ: 70.6076177167216 SZA: 141.056543988283 LAZ: 214.797596292057 LAZ: 29.5379928822287 Date: 2/13/2017 02:56:02 Lat.: 31.7902355194092 Lon.: 117.096954345703 TimeZoneOffset: 08:00:00	2017-02-13 02:56:02	2017-02-13 02:56:21	0	08:00:00	0.9929800019033239	0.0017826194330048258	30.0528		02/13/2017 02:55:36	02/13/2017 02:55:57	90.3528		0.0048033063827624
1.77991241426655E+16	3.68012034066844E+15	0.313671387526074	0.119346456280313	0.990200451972865	0.003942623665773	0	0	0	0	-1.37524849419144E+16	1.29834468717293E+16	0.313671387526074	0.119346456280313	0.990200451972865	0.003942623665773	0	0	0	0	1.42975293620085E+19	9.15334899103955E+18	0.313671387526074	0.119346456280313	0.990200451972865	0.003942623665773	0	0	0	0	-1.46899774418434E+43	1.63584881901718E+43	0.313671387526074	0.119346456280313	0.990200451972865	0.003942623665773	0	0	0	0	2.93952447632333E+22	2.97928019174274E+22	0.313671387526074	0.119346456280313	0.990200451972865	0.003942623665773	0	0	0	0	-6.08296511394677E+25	1.9364227534921E+24	0.0512063150001779	0.0194622894966735	0.99723884856512	0.0008582950333216	0	0	0	0	0.00172274851593076	0.0126251910153783	0.00209995276162725	5	-249.792691166844	120.650997403736	2.09568167374359	1.20403948889601	-0.00590806914714841	0.00517644144061793	4.63633223909146E-06	1.25567320017647E-05	5.3772781801952E-09	1.68191116691357E-08	-7.59507581729401E-12	9.37935118214789E-12	1.48922322325171E-06	6.82103858561351E-05	0	0.319721029365345	0.0715516244475839	0	1470.27056557792	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000122	31.7862701416016	117.096176147461	Meas	14	0	SAZ: 70.6989127797357 SZA: 140.978227666265 LAZ: 214.969071805035 LAZ: 29.582373626801 Date: 2/13/2017 02:56:26 Lat.: 31.7862701416016 Lon.: 117.096176147461 TimeZoneOffset: 08:00:00	2017-02-13 02:56:26	2017-02-13 02:56:47	0	08:00:00	0.9052590249347015	0.002385382172388035	30.0528		02/13/2017 02:55:36	02/13/2017 02:55:57	90.3528		0.00511963496108809
-8.44988041035684E+15	5.06135178689073E+15	-0.229828385242857	0.35239125181021	0.99902878322068	0.0108977604662934	0	0	0	0	4.62741785610202E+16	1.72054253198655E+16	-0.229828385242857	0.35239125181021	0.99902878322068	0.0108977604662934	0	0	0	0	-1.21675122067429E+19	1.24373048525029E+19	-0.229828385242857	0.35239125181021	0.99902878322068	0.0108977604662934	0	0	0	0	6.98082220978378E+43	2.31293712421598E+43	-0.229828385242857	0.35239125181021	0.99902878322068	0.0108977604662934	0	0	0	0	-4.77223058861313E+22	3.89923149516937E+22	-0.229828385242857	0.35239125181021	0.99902878322068	0.0108977604662934	0	0	0	0	7.35105506816938E+25	2.67053518811194E+24	0.104318055233403	0.0243728337998145	0.995662897323004	0.00103246119214735	0	0	0	0	0.0948836032190473	0.0180217848333797	0.00292084109928613	10	182.482057383085	269.304143047783	-1.58084139106788	3.0017261625231	0.00468063193281144	0.013815188242525	-4.20783134659565E-06	3.29243442404947E-05	-3.34723470858809E-09	4.04802654737756E-08	5.59910983514237E-12	2.03666982951496E-11	6.31250406448101E-06	0.000506215161465924	0	3.77481747517128	1.0355105453574	0	246.834248672297	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000125	31.7759819030762	117.102104187012	Meas	81	0	SAZ: 70.9944974789795 SZA: 140.71903774395 LAZ: 215.528330688966 LAZ: 29.7322995584482 Date: 2/13/2017 02:57:43 Lat.: 31.7759819030762 Lon.: 117.102104187012 TimeZoneOffset: 08:00:00	2017-02-13 02:57:43	2017-02-13 02:58:03	0	08:00:00	2.9926594539071	0.013067944558818895	149.7528		02/13/2017 02:56:53	02/13/2017 02:57:13	90.3528		1.07228208954639
1.84432846552168E+16	5.2204387471981E+15	0.376083863557654	0.204149427058445	0.989433476548883	0.00651420875228412	0	0	0	0	-2.80168600138921E+16	1.85679695537133E+16	0.376083863557654	0.204149427058445	0.989433476548883	0.00651420875228412	0	0	0	0	-4.91051633702283E+18	1.3004156005089E+19	0.376083863557654	0.204149427058445	0.989433476548883	0.00651420875228412	0	0	0	0	-8.85809844427505E+43	2.30914673325068E+43	0.376083863557654	0.204149427058445	0.989433476548883	0.00651420875228412	0	0	0	0	6.20606949764771E+22	4.22219768973714E+22	0.376083863557654	0.204149427058445	0.989433476548883	0.00651420875228412	0	0	0	0	-6.75759017795591E+25	2.67782286423178E+24	0.046248199908549	0.0249726296323822	0.997682801437312	0.00109994527136728	0	0	0	0	0.0024398459127372	0.019139951345581	0.00295469477453413	10	1382.10861858637	NaN	-11.4359473656611	NaN	0.0313942405836264	NaN	-2.18569197108195E-05	NaN	-3.45367110782189E-08	NaN	4.41234652743292E-11	NaN	2.51762065788697E-06	8.11747133750723E-05	0	0.51385376740384	0.0952351905888493	0	583.846653209013	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000127	31.7731609344482	117.112434387207	Meas	34	0	SAZ: 71.1932202762585 SZA: 140.537270483507 LAZ: 215.909910939833 LAZ: 29.8412857971498 Date: 2/13/2017 02:58:35 Lat.: 31.7731609344482 Lon.: 117.112434387207 TimeZoneOffset: 08:00:00	2017-02-13 02:58:35	2017-02-13 02:58:55	0	08:00:00	0.7781009091717542	0.0032334379530388597	30.0528		02/13/2017 02:58:09	02/13/2017 02:58:30	90.3528		0.00906974152649445
1.85002696813792E+16	4.31023332159846E+15	0.268273362781733	0.133238806418683	0.991448551411481	0.00442683769834074	0	0	0	0	-1.362456698478E+16	1.5194368850512E+16	0.268273362781733	0.133238806418683	0.991448551411481	0.00442683769834074	0	0	0	0	3.17219898442243E+19	1.07243757414846E+19	0.268273362781733	0.133238806418683	0.991448551411481	0.00442683769834074	0	0	0	0	4.30997890763167E+42	1.91737745112727E+43	0.268273362781733	0.133238806418683	0.991448551411481	0.00442683769834074	0	0	0	0	3.27273418101103E+22	3.49076448628732E+22	0.268273362781733	0.133238806418683	0.991448551411481	0.00442683769834074	0	0	0	0	-7.15470634973025E+25	2.23781531848577E+24	-0.050777920454695	0.0196896932632356	1.00076100194997	0.000867005271753236	0	0	0	0	0.00165462034472807	0.0154661366524416	0.00245749444715451	5	-26.8719705378643	NaN	0.30633313759736	NaN	-0.00127514392327395	NaN	2.30352577723277E-06	NaN	-1.54921825186912E-09	NaN	2.12378148636494E-14	NaN	1.80302894993213E-06	6.68480501386676E-05	0	0.407858238380515	0.0906967839351589	0	1432.30152130127	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000128	31.7723960876465	117.117179870605	Meas	14	0	SAZ: 71.2874358578663 SZA: 140.449788674157 LAZ: 216.09150753652 LAZ: 29.8944117224579 Date: 2/13/2017 02:59:00 Lat.: 31.7723960876465 Lon.: 117.117179870605 TimeZoneOffset: 08:00:00	2017-02-13 02:59:00	2017-02-13 02:59:20	0	08:00:00	0.7654720955861692	0.0025329372793994687	30.0528		02/13/2017 02:58:09	02/13/2017 02:58:30	90.3528		0.00822590661618089
6.67471031790351E+15	3.33445194787387E+15	0.067190459006419	0.137282491372645	0.995389061409155	0.00429474099266413	0	0	0	0	1.82145873608664E+16	1.15347817633459E+16	0.067190459006419	0.137282491372645	0.995389061409155	0.00429474099266413	0	0	0	0	-3.54743119903567E+19	8.08254021984143E+18	0.067190459006419	0.137282491372645	0.995389061409155	0.00429474099266413	0	0	0	0	-2.48924543826064E+43	1.43686749787563E+43	0.067190459006419	0.137282491372645	0.995389061409155	0.00429474099266413	0	0	0	0	-4.45408549020678E+21	2.57415792587676E+22	0.067190459006419	0.137282491372645	0.995389061409155	0.00429474099266413	0	0	0	0	3.18941501730875E+25	1.75272062107704E+24	-0.0889713588217459	0.0360807519430733	1.00077758862023	0.00154896633788862	0	0	0	0	0.00528624676487599	0.0102404319104873	0.00188831933408639	15	-78.4506119685993	NaN	0.518929678133964	NaN	-0.000763804928302963	NaN	-1.61228619157644E-06	NaN	5.31616903318726E-09	NaN	-3.84709862922669E-12	NaN	4.50763619782118E-06	0.000119484970375226	0	0.63596076184473	0.17865658966969	0	856.269255928371	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000130	31.7707080841064	117.127685546875	Meas	23	0	SAZ: 71.4795888768818 SZA: 140.270544718048 LAZ: 216.461759849734 LAZ: 30.0038142034622 Date: 2/13/2017 02:59:51 Lat.: 31.7707080841064 Lon.: 117.127685546875 TimeZoneOffset: 08:00:00	2017-02-13 02:59:51	2017-02-13 03:00:11	0	08:00:00	1.3455464579537546	0.002537622866095495	149.7528		02/13/2017 02:59:26	02/13/2017 02:59:46	90.3528		0.0319181770324038
4.94413426277927E+15	3.08959097891948E+15	-0.0525599181311238	0.149083548607773	0.99710149874924	0.00465062522066134	0	0	0	0	1.81898567825083E+16	1.06572464367065E+16	-0.0525599181311238	0.149083548607773	0.99710149874924	0.00465062522066134	0	0	0	0	-3.14118691555732E+19	7.55698992248829E+18	-0.0525599181311238	0.149083548607773	0.99710149874924	0.00465062522066134	0	0	0	0	-1.64252427806689E+43	1.35759834350767E+43	-0.0525599181311238	0.149083548607773	0.99710149874924	0.00465062522066134	0	0	0	0	-2.60603011173684E+22	2.40612169703607E+22	-0.0525599181311238	0.149083548607773	0.99710149874924	0.00465062522066134	0	0	0	0	3.02797413921758E+25	1.63142527890154E+24	-0.0944211105180367	0.0351428077441877	1.00079519004076	0.00151720395462924	0	0	0	0	0.00451765022585052	0.0123412799767217	0.00175928958193322	17	153.672563644203	165.070603934534	-1.39122975255793	1.91535638726316	0.00440384993674463	0.00917396774712765	-4.88837359089133E-06	2.25798366773204E-05	-1.14069221521671E-09	2.83417739639294E-08	3.97264213314394E-12	1.43968004857773E-11	4.10778935044931E-06	0.000110457666858478	0	0.609994265419394	0.176592828053351	0	871.553918589716	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000131	31.7697830200195	117.133201599121	Meas	23	0	SAZ: 71.5737647438606 SZA: 140.182338771846 LAZ: 216.643119652393 LAZ: 30.0578995709926 Date: 2/13/2017 03:00:16 Lat.: 31.7697830200195 Lon.: 117.133201599121 TimeZoneOffset: 08:00:00	2017-02-13 03:00:16	2017-02-13 03:00:36	0	08:00:00	1.333924471195619	0.002635517088907848	149.7528		02/13/2017 02:59:26	02/13/2017 02:59:46	90.3528		0.0311850269198804
2.38550247423521E+16	4.53708126572062E+15	0.282043572304254	0.129139227391096	0.9896102053559	0.00423361118001229	0	0	0	0	-3.05254001618513E+16	1.60386044845243E+16	0.282043572304254	0.129139227391096	0.9896102053559	0.00423361118001229	0	0	0	0	2.57271871911329E+19	1.13155987883668E+19	0.282043572304254	0.129139227391096	0.9896102053559	0.00423361118001229	0	0	0	0	6.40187970476021E+41	2.04890990451625E+43	0.282043572304254	0.129139227391096	0.9896102053559	0.00423361118001229	0	0	0	0	9.38222726165712E+22	3.68708907083767E+22	0.282043572304254	0.129139227391096	0.9896102053559	0.00423361118001229	0	0	0	0	-8.00532818435828E+25	2.35127807066247E+24	-0.0155173684932331	0.018870346981421	1.00128063723868	0.000824934345732433	0	0	0	0	0.00171005137509557	0.0157311156261227	0.00259523597458031	6	-308.625530702393	316.860061712242	2.66513170229472	3.61169193290822	-0.00788965002671308	0.0167348317210568	7.35139492037436E-06	3.94419922484364E-05	4.82321154515208E-09	4.72499655906608E-08	-8.7366481185061E-12	2.29640201310605E-11	1.50647948686898E-06	6.79585561250027E-05	0	0.428443550134477	0.0964495174112118	0	1399.52972957066	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000133	31.7679500579834	117.142753601074	Meas	14	0	SAZ: 71.7670046469224 SZA: 140.00023156903 LAZ: 217.015175633061 LAZ: 30.1702219178327 Date: 2/13/2017 03:01:08 Lat.: 31.7679500579834 Lon.: 117.142753601074 TimeZoneOffset: 08:00:00	2017-02-13 03:01:08	2017-02-13 03:01:27	0	08:00:00	0.7478150405508085	0.002528735607515645	30.0528		02/13/2017 03:00:42	02/13/2017 03:01:02	90.3528		0.00930250940885565
2.48317155866997E+16	5.30746024095497E+15	0.350226131786368	0.13431090128155	0.99025539014212	0.00447147571719403	0	0	0	0	-2.67007390685789E+16	1.89270845410065E+16	0.350226131786368	0.13431090128155	0.99025539014212	0.00447147571719403	0	0	0	0	-2.05785179216203E+19	1.32303984004865E+19	0.350226131786368	0.13431090128155	0.99025539014212	0.00447147571719403	0	0	0	0	-5.31013987201356E+43	2.3802050196322E+43	0.350226131786368	0.13431090128155	0.99025539014212	0.00447147571719403	0	0	0	0	2.92381235846189E+22	4.07667085726966E+22	0.350226131786368	0.13431090128155	0.99025539014212	0.00447147571719403	0	0	0	0	-7.53810725552328E+25	2.77442722341252E+24	0.108282228928317	0.0233215847582664	0.995334929317971	0.00102773597574374	0	0	0	0	0.00235507224223282	0.0202846422452585	0.00305059583164487	4	-684.356845032814	NaN	5.55382088531844	NaN	-0.0146866690801396	NaN	8.3144042500911E-06	NaN	2.02508523169011E-08	NaN	-2.32697016221314E-11	NaN	2.22550255333604E-06	7.97520179814772E-05	0	0.525223969413082	0.114683205755892	0	332.493495941162	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000134	31.766716003418	117.146690368652	Meas	60	0	SAZ: 71.8558244170385 SZA: 139.916612646357 LAZ: 217.185684322275 LAZ: 30.2218379373618 Date: 2/13/2017 03:01:32 Lat.: 31.766716003418 Lon.: 117.146690368652 TimeZoneOffset: 08:00:00	2017-02-13 03:01:32	2017-02-13 03:01:52	0	08:00:00	0.7450243862029998	0.003002463297900598	30.0528		02/13/2017 03:00:42	02/13/2017 03:01:02	90.3528		0.0131522376824483
-1.83526444327581E+15	4.4613343068781E+15	-0.0905071899857949	0.229797383094521	0.994064640413852	0.00715905742763304	0	0	0	0	3.85267178771336E+16	1.52157844490797E+16	-0.0905071899857949	0.229797383094521	0.994064640413852	0.00715905742763304	0	0	0	0	-1.08783083343263E+19	1.08264296509268E+19	-0.0905071899857949	0.229797383094521	0.994064640413852	0.00715905742763304	0	0	0	0	5.02599198049115E+43	2.02346664671623E+43	-0.0905071899857949	0.229797383094521	0.994064640413852	0.00715905742763304	0	0	0	0	-3.46000667435652E+22	3.42160843529399E+22	-0.0905071899857949	0.229797383094521	0.994064640413852	0.00715905742763304	0	0	0	0	6.47719742983883E+25	2.38864686811727E+24	0.117652928252937	0.0242271278968162	0.994911444940016	0.00103077932565009	0	0	0	0	0.0338714705887838	0.016389473773998	0.00255818064269001	7	-164.530994289866	NaN	1.2803497939251	NaN	-0.00316296555184639	NaN	1.30576116759282E-06	NaN	5.02857741581955E-09	NaN	-5.15686563964968E-12	NaN	7.95033419113941E-06	0.000302452090341295	0	2.14954763913312	0.59786408256112	0	547.601751379065	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000136	31.7619762420654	117.156120300293	Meas	37	0	SAZ: 72.0504637062504 SZA: 139.735191247882 LAZ: 217.557042809287 LAZ: 30.3332007905375 Date: 2/13/2017 03:02:24 Lat.: 31.7619762420654 Lon.: 117.156120300293 TimeZoneOffset: 08:00:00	2017-02-13 03:02:24	2017-02-13 03:02:44	0	08:00:00	2.205333896749629	0.011797572293399445	149.7528		02/13/2017 03:01:58	02/13/2017 03:02:19	90.3528		0.357441461216649
-6.29100424862289E+15	4.46276398145087E+15	-0.22348170412978	0.202751153139903	0.997133562885868	0.00630265991175874	0	0	0	0	5.46778687181495E+16	1.51889073913337E+16	-0.22348170412978	0.202751153139903	0.997133562885868	0.00630265991175874	0	0	0	0	-1.14112627556995E+19	1.08798110109902E+19	-0.22348170412978	0.202751153139903	0.997133562885868	0.00630265991175874	0	0	0	0	5.47618538753636E+43	2.0288264483199E+43	-0.22348170412978	0.202751153139903	0.997133562885868	0.00630265991175874	0	0	0	0	-5.93546623272435E+22	3.43462171420583E+22	-0.22348170412978	0.202751153139903	0.997133562885868	0.00630265991175874	0	0	0	0	6.73740643279236E+25	2.38590432142838E+24	0.092734427806541	0.0236164632528949	0.996429857240969	0.00100597364534735	0	0	0	0	0.0370772695105991	0.0182501296859294	0.00256481361639529	8	-189.336154740284	NaN	1.49347585966446	NaN	-0.00380822102038157	NaN	2.01426421296933E-06	NaN	5.11275307922993E-09	NaN	-5.61254343070045E-12	NaN	1.05022753273571E-05	0.000316441501061419	0	2.27631222183156	0.638584766362754	0	508.432877369416	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000137	31.7591705322266	117.160530090332	Meas	39	0	SAZ: 72.1440921289206 SZA: 139.648150847425 LAZ: 217.735075971436 LAZ: 30.3866062079206 Date: 2/13/2017 03:02:49 Lat.: 31.7591705322266 Lon.: 117.160530090332 TimeZoneOffset: 08:00:00	2017-02-13 03:02:49	2017-02-13 03:03:09	0	08:00:00	2.2762401397292513	0.010264401167498053	149.7528		02/13/2017 03:01:58	02/13/2017 03:02:19	90.3528		0.407790503830573
2.28629459603342E+16	5.23090176440901E+15	0.318534283048589	0.144705415057148	0.989325860760231	0.00469955580055275	0	0	0	0	-2.47993181002825E+16	1.84780596450936E+16	0.318534283048589	0.144705415057148	0.989325860760231	0.00469955580055275	0	0	0	0	1.9872507621828E+19	1.30218562336512E+19	0.318534283048589	0.144705415057148	0.989325860760231	0.00469955580055275	0	0	0	0	-3.62877705668755E+43	2.34902321088542E+43	0.318534283048589	0.144705415057148	0.989325860760231	0.00469955580055275	0	0	0	0	8.42005094287584E+22	4.25144354515058E+22	0.318534283048589	0.144705415057148	0.989325860760231	0.00469955580055275	0	0	0	0	-1.01442263348314E+26	2.69505827872258E+24	0.0463939732479258	0.0163100951406741	0.999269224993064	0.000726118851351408	0	0	0	0	0.00193189711767463	0.017198103089159	0.00297431130050981	5	598.895809382076	307.508351724528	-4.84165865122031	3.33483534923668	0.0127463963188476	0.0147305065459312	-7.22854967250153E-06	3.34074668375094E-05	-1.725319957267E-08	3.91140202416659E-08	1.97419554673784E-11	1.89093363836383E-11	2.49262807742348E-06	7.22323195518672E-05	0	0.413748770531314	0.0971217418310108	0	1558.94660949707	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000139	31.7530307769775	117.170196533203	Meas	13	0	SAZ: 72.3386830810246 SZA: 139.466629076494 LAZ: 218.104775749866 LAZ: 30.4984289096346 Date: 2/13/2017 03:03:41 Lat.: 31.7530307769775 Lon.: 117.170196533203 TimeZoneOffset: 08:00:00	2017-02-13 03:03:41	2017-02-13 03:04:01	0	08:00:00	0.7037137042523343	0.0025770792515541815	30.0528		02/13/2017 03:03:15	02/13/2017 03:03:35	90.3528		0.00943263273628952
2.13457055852635E+16	5.18072792783611E+15	0.281331427412154	0.143848223639376	0.991450096581855	0.00468112162434719	0	0	0	0	-1.87380370304177E+16	1.82921762311202E+16	0.281331427412154	0.143848223639376	0.991450096581855	0.00468112162434719	0	0	0	0	3.63223698659169E+19	1.26792777372375E+19	0.281331427412154	0.143848223639376	0.991450096581855	0.00468112162434719	0	0	0	0	-1.37342070982801E+43	2.28960635788641E+43	0.281331427412154	0.143848223639376	0.991450096581855	0.00468112162434719	0	0	0	0	8.57399312425856E+22	4.09861101565263E+22	0.281331427412154	0.143848223639376	0.991450096581855	0.00468112162434719	0	0	0	0	-1.03699818040898E+26	2.68152781862093E+24	0.0524228702093563	0.0158495451938178	0.998837443706177	0.000710152201095235	0	0	0	0	0.00193613422303251	0.0176571172817933	0.00295755839323104	5	-23.6241304074074	NaN	0.347606837943563	NaN	-0.00171290894596436	NaN	3.58445678624968E-06	NaN	-2.97195267809187E-09	NaN	4.71702579813686E-13	NaN	2.42751164339265E-06	7.23114874112653E-05	0	0.429113875871102	0.0989726202532836	0	1571.46233778733	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000140	31.7499122619629	117.175094604492	Meas	13	0	SAZ: 72.4321947148836 SZA: 139.379124232207 LAZ: 218.282264095376 LAZ: 30.5525368014541 Date: 2/13/2017 03:04:06 Lat.: 31.7499122619629 Lon.: 117.175094604492 TimeZoneOffset: 08:00:00	2017-02-13 03:04:06	2017-02-13 03:04:26	0	08:00:00	0.7146164800881563	0.0021453576742671457	30.0528		02/13/2017 03:03:15	02/13/2017 03:03:35	90.3528		0.00979557955980068
-8.48896659300678E+15	5.56458515656491E+15	-0.327096854462642	0.227134954698652	1.00245354553586	0.00707267539134523	0	0	0	0	6.28828611689071E+16	1.89166080448937E+16	-0.327096854462642	0.227134954698652	1.00245354553586	0.00707267539134523	0	0	0	0	-6.84267024176345E+19	1.34753289192928E+19	-0.327096854462642	0.227134954698652	1.00245354553586	0.00707267539134523	0	0	0	0	-1.05559225039766E+43	2.47822764979678E+43	-0.327096854462642	0.227134954698652	1.00245354553586	0.00707267539134523	0	0	0	0	-4.50094787455237E+22	4.24101882336121E+22	-0.327096854462642	0.227134954698652	1.00245354553586	0.00707267539134523	0	0	0	0	7.98378954003886E+25	2.95706359660243E+24	-0.0219259912137988	0.0248813878517389	1.0024339634126	0.00106108756406607	0	0	0	0	0.0807096891068084	0.02046921249431	0.0031784646315906	13	-16.6314489390422	205.894142118207	-0.0414197298326741	2.01657105666865	0.00101098973864672	0.00819621539375786	-3.51555521762628E-06	1.83417184523818E-05	4.63064397277755E-09	2.31960214289285E-08	-2.03801929866466E-12	1.26883168877444E-11	1.42432584272404E-05	0.000466876915789651	0	2.96185686250284	0.826978213359659	0	404.362659065091	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000100\Meas0000143	31.7397060394287	117.188385009766	Meas	49	0	SAZ: 72.7210459178969 SZA: 139.107526368267 LAZ: 218.829743459651 LAZ: 30.7213585480956 Date: 2/13/2017 03:05:24 Lat.: 31.7397060394287 Lon.: 117.188385009766 TimeZoneOffset: 08:00:00	2017-02-13 03:05:24	2017-02-13 03:05:43	0	08:00:00	2.6241211645789364	0.012116488064522438	149.7528		02/13/2017 03:04:32	02/13/2017 03:04:52	90.3528		0.683892965371534
